		清单数据仅供参考，最终的话费总额请以账单为准
序号	通话地	通话类型	对方号码	开始时间	通话时长	移动话费	长途话费
161	揭阳	主叫	8721610	2013-09-24 12:03:54	0:0:8	0.16	0.00
162	揭阳	被叫	08746039067	2013-09-24 13:40:08	0:0:16	0.00	0.00
163	揭阳	被叫	665990	2013-09-24 14:15:42	0:14:8	0.00	0.00
164	揭阳	主叫	18666332272	2013-09-25 10:51:58	0:0:7	0.08	0.00
165	揭阳	被叫	18666332272	2013-09-25 10:53:36	0:2:19	0.00	0.00
166	揭阳	被叫	15815144422	2013-09-25 10:57:43	0:0:23	0.00	0.00
167	揭阳	主叫	15815144422	2013-09-25 12:05:07	0:0:59	0.00	0.49
168	揭阳	被叫	15815144422	2013-09-25 13:14:00	0:0:21	0.00	0.00
169	揭阳	被叫	665990	2013-09-25 15:14:15	0:4:18	0.00	0.00
170	揭阳	中国移动ip	1795115815144422	2013-09-25 20:26:28	0:1:48	0.32	0.30
171	揭阳	主叫	663310	2013-09-26 12:51:46	0:1:14	0.00	0.00
172	揭阳	中国移动ip	1795113556353923	2013-09-26 12:54:36	0:14:59	2.40	1.35
173	揭阳	被叫	13825880389	2013-09-26 18:49:07	0:1:6	0.00	0.00
174	揭阳	被叫	13825880389	2013-09-26 18:51:55	0:2:2	0.00	0.00
175	揭阳	中国移动ip	1795115815144422	2013-09-26 19:00:14	0:0:41	0.16	0.15
176	揭阳	被叫	18125197005	2013-09-26 19:58:59	0:1:17	0.00	0.00
177	揭阳	主叫	663310	2013-09-26 20:06:12	0:0:26	0.00	0.00
178	揭阳	被叫	18125197005	2013-09-26 22:00:43	0:1:25	0.00	0.00
179	揭阳	被叫	18125197005	2013-09-26 22:15:16	0:2:45	0.00	0.00
180	揭阳	被叫	666262	2013-09-27 00:34:01	0:0:26	0.00	0.00
181	揭阳	主叫	15815144422	2013-09-27 09:19:10	0:1:17	0.00	0.98
182	揭阳	被叫	15815144422	2013-09-27 09:22:46	0:0:23	0.00	0.00
183	揭阳	主叫	13825880389	2013-09-27 09:23:37	0:0:47	0.00	0.49
184	揭阳	被叫	15815144422	2013-09-27 09:25:42	0:1:10	0.00	0.00
185	揭阳	被叫	665990	2013-09-27 09:59:57	0:0:50	0.00	0.00
186	揭阳	被叫	665990	2013-09-27 16:25:40	0:1:12	0.00	0.00
187	揭阳	主叫	13726532121	2013-09-27 19:47:42	0:5:2	0.00	2.94
188	揭阳	中国移动ip	1795115815144422	2013-09-27 19:54:06	0:4:15	0.80	0.75
189	揭阳	主叫	13726532121	2013-09-27 19:59:08	0:3:4	0.00	1.96
190	揭阳	被叫	15815144422	2013-09-27 20:42:51	0:0:55	0.00	0.00
191	揭阳	被叫	666262	2013-09-27 23:39:50	0:0:32	0.00	0.00
192	揭阳	神州行大众卡新资费套餐(揭阳)	2	2013-09-28 05:58:04	0:0:0	15.00	0.00
193	揭阳	神州行新GPRS流量10元套餐	443	2013-09-28 05:58:04	0:0:0	10.00	0.00
194	揭阳	被叫	665423	2013-09-28 08:07:01	0:1:18	0.00	0.00
195	揭阳	被叫	13533509506	2013-09-28 09:40:02	0:0:17	0.00	0.00
196	揭阳	被叫	665423	2013-09-28 11:41:02	0:2:1	0.00	0.00
197	揭阳	主叫	18927056610	2013-09-28 12:06:56	0:0:7	0.16	0.00
198	揭阳	被叫	665990	2013-09-28 13:51:23	0:10:53	0.00	0.00
199	揭阳	被叫	665990	2013-09-28 15:50:55	0:2:10	0.00	0.00
200	揭阳	被叫	665423	2013-09-28 18:04:53	0:0:13	0.00	0.00
201	揭阳	被叫	18125197005	2013-09-28 20:56:54	0:0:17	0.00	0.00
202	揭阳	被叫	18125197005	2013-09-28 20:58:50	0:0:30	0.00	0.00
203	揭阳	被叫	18125197005	2013-09-28 22:07:23	0:1:5	0.00	0.00
204	揭阳	中国移动ip	1795115815144422	2013-09-28 22:11:16	0:0:39	0.16	0.09
205	揭阳	被叫	18125197005	2013-09-28 22:17:39	0:1:8	0.00	0.00
206	揭阳	主叫	06638721610	2013-09-29 10:13:24	0:0:27	0.08	0.00
207	揭阳	主叫	663310	2013-09-29 10:14:30	0:0:28	0.00	0.00
208	揭阳	被叫	665990	2013-09-29 15:31:51	0:15:59	0.00	0.00
209	揭阳	中国移动ip	1795113556353923	2013-09-29 15:51:53	0:0:46	0.16	0.09
210	揭阳	被叫	15815144422	2013-09-29 19:42:48	0:1:38	0.00	0.00
211	揭阳	被叫	18666332272	2013-09-29 20:11:07	0:7:55	0.00	0.00
212	揭阳	被叫	18666332272	2013-09-29 21:19:56	0:3:20	0.00	0.00
213	揭阳	被叫	665990	2013-09-30 10:12:04	0:6:33	0.00	0.00
214	揭阳	被叫	666262	2013-09-30 11:56:41	0:0:20	0.00	0.00
215	揭阳	被叫	666262	2013-09-30 12:16:59	0:0:22	0.00	0.00
216	揭阳	主叫	13592901522	2013-09-30 17:18:40	0:0:37	0.16	0.00
217	揭阳	主叫	15815144422	2013-09-30 19:19:14	0:0:15	0.00	0.49
218	揭阳	主叫	18927058297	2013-09-30 19:20:31	0:0:51	0.16	0.00
219	揭阳	被叫	18125197005	2013-09-30 20:40:49	0:0:53	0.00	0.00
220	揭阳	被叫	18125197005	2013-09-30 21:55:01	0:1:59	0.00	0.00
221	揭阳	被叫	15815144422	2013-09-30 22:15:49	0:2:43	0.00	0.00
222	揭阳	被叫	18125197005	2013-09-30 22:26:36	0:4:36	0.00	0.00
223	揭阳	被叫	18125197005	2013-09-30 23:33:30	0:8:19	0.00	0.00
224	费用合计					44.43	15.67
225	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-01 00:23:14	10	0.00	0.00
226	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-01 00:23:14	12	0.00	0.00
227	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-01 01:21:36	142	0.00	0.00
228	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-01 01:21:36	451	0.00	0.00
229	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-01 09:03:38	18	0.00	0.00
230	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-01 09:03:38	18	0.00	0.00
231	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-01 13:43:37	351	0.00	0.00
232	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-01 13:43:37	371	0.00	0.00
233	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-01 17:01:02	17	0.00	0.00
234	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-01 17:01:02	18	0.00	0.00
235	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-01 18:53:33	179	0.00	0.00
236	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-01 18:53:33	177	0.00	0.00
237	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-01 19:39:19	181	0.00	0.00
238	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-01 19:39:19	597	0.00	0.00
239	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 00:09:19	327	0.00	0.00
240	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 00:09:19	512	0.00	0.00
241	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 07:26:34	20	0.00	0.00
242	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 07:26:34	20	0.00	0.00
243	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 08:03:46	19	0.00	0.00
244	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 08:03:46	19	0.00	0.00
245	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 08:47:32	14	0.00	0.00
246	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 08:47:32	17	0.00	0.00
247	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 11:16:47	194	0.00	0.00
248	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 11:16:47	200	0.00	0.00
249	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 11:53:19	10	0.00	0.00
250	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 11:53:19	14	0.00	0.00
251	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 12:43:22	56	0.00	0.00
252	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 12:43:22	46	0.00	0.00
253	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 16:31:14	38	0.00	0.00
254	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 16:31:14	27	0.00	0.00
255	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 17:07:46	9	0.00	0.00
256	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 17:07:46	13	0.00	0.00
257	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 17:22:33	21	0.00	0.00
258	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 17:22:33	22	0.00	0.00
259	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 18:53:59	121	0.00	0.00
260	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 18:53:59	166	0.00	0.00
261	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 20:46:13	10	0.00	0.00
262	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 20:46:13	14	0.00	0.00
263	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-02 20:58:54	299	0.00	0.00
264	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-02 20:58:54	629	0.00	0.00
265	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-03 00:28:54	138	0.00	0.00
266	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-03 00:28:54	326	0.00	0.00
267	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-03 11:27:25	127	0.00	0.00
268	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-03 11:27:25	103	0.00	0.00
269	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-03 16:38:39	16	0.00	0.00
270	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-03 16:38:39	23	0.00	0.00
271	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-03 17:27:09	12	0.00	0.00
272	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-03 17:27:09	20	0.00	0.00
273	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-03 18:51:10	14	0.00	0.00
274	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-03 18:51:10	16	0.00	0.00
275	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-03 19:06:34	154	0.00	0.00
276	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-03 19:06:34	232	0.00	0.00
277	揭阳	普通短信发（短信呼叫）	13592901522	2013-09-03 19:48:22	0	0.15	0.00
278	揭阳	普通短信发（短信呼叫）	15815144422	2013-09-03 19:48:41	0	0.15	0.00
279	揭阳	普通短信发（短信呼叫）	13695126262	2013-09-03 20:43:49	0	0.15	0.00
280	揭阳	普通短信发（短信呼叫）	15815144422	2013-09-03 20:44:08	0	0.15	0.00
281	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-03 22:06:39	233	0.00	0.00
282	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-03 22:06:39	263	0.00	0.00
283	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-04 00:06:39	122	0.00	0.00
284	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-04 00:06:39	155	0.00	0.00
285	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-04 11:22:13	16	0.00	0.00
286	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-04 11:22:13	22	0.00	0.00
287	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-04 12:36:50	71	0.00	0.00
288	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-04 12:36:50	51	0.00	0.00
289	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-04 16:55:31	31	0.00	0.00
290	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-04 16:55:31	40	0.00	0.00
291	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-04 17:35:40	10	0.00	0.00
292	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-04 17:35:40	14	0.00	0.00
293	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-04 19:08:16	445	0.00	0.00
294	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-04 19:08:16	516	0.00	0.00
295	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-05 00:08:16	207	0.00	0.00
296	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-05 00:08:16	253	0.00	0.00
297	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-05 09:43:54	11	0.00	0.00
298	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-05 09:43:54	16	0.00	0.00
299	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-05 11:33:29	15	0.00	0.00
300	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-05 11:33:29	22	0.00	0.00
301	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-05 14:18:49	115	0.00	0.00
302	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-05 14:18:49	116	0.00	0.00
303	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-05 17:36:33	11	0.00	0.00
304	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-05 17:36:33	9	0.00	0.00
305	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-05 19:00:46	350	0.00	0.00
306	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-05 19:00:46	693	0.00	0.00
307	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 00:00:46	145	0.00	0.00
308	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 00:00:46	200	0.00	0.00
309	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 11:20:14	14	0.00	0.00
310	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 11:20:14	22	0.00	0.00
311	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 13:02:50	98	0.00	0.00
